;Pedido;Categoria;Cidade;Tipo Consumidor;Genero;Linha de Produtos;Preço Unitário;Quantidade;Taxa de 5%;Total;Data;Hora;Forma de Pagamento;CMV;(%)margem bruta;Renda Bruta;Classificação
465;878-30-2331;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;54.55;10;27.275;572.775;02/03/2019;11:22;Crédito;545.5;4.761.904.762;27.275;7.1
466;440-59-5691;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;37.15;7;130.025;2.730.525;08/02/2019;13:12;Crédito;260.05;4.761.904.762;130.025;7.7
467;554-53-3790;B;São Paulo;Normal;Masculino;Esportes e viagens;37.02;6;11.106;233.226;22/03/2019;18:33;Dinheiro;222.12;4.761.904.762;11.106;4.5
468;746-19-0921;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;21.58;1;1.079;22.659;09/02/2019;10:02;Débito;21.58;4.761.904.762;1.079;7.2
469;233-34-0817;C;Rio de Janeiro;Membro;Feminino;Acessórios eletrônicos;98.84;1;4.942;103.782;15/02/2019;11:21;Dinheiro;98.84;4.761.904.762;4.942;8.4
470;767-05-1286;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;83.77;6;25.131;527.751;23/01/2019;12:10;Débito;502.62;4.761.904.762;25.131;5.4
471;340-21-9136;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;40.05;4;8.01;168.21;25/01/2019;11:40;Dinheiro;160.2;4.761.904.762;8.01;9.7
472;405-31-3305;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;43.13;10;21.565;452.865;02/02/2019;18:31;Crédito;431.3;4.761.904.762;21.565;5.5
473;731-59-7531;B;São Paulo;Membro;Masculino;Saúde e beleza;72.57;8;29.028;609.588;30/03/2019;17:58;Dinheiro;580.56;4.761.904.762;29.028;4.6
474;676-39-6028;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;64.44;5;16.11;338.31;30/03/2019;17:04;Dinheiro;322.2;4.761.904.762;16.11;6.6
475;502-05-1910;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;65.18;3;9.777;205.317;25/02/2019;20:35;Crédito;195.54;4.761.904.762;9.777;6.3
476;485-30-8700;A;Belo Horizonte;Normal;Feminino;Esportes e viagens;33.26;5;8.315;174.615;18/03/2019;16:10;Crédito;166.3;4.761.904.762;8.315;4.2
477;598-47-9715;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;84.07;4;16.814;353.094;07/03/2019;16:54;Débito;336.28;4.761.904.762;16.814;4.4
478;701-69-8742;B;São Paulo;Normal;Masculino;Esportes e viagens;34.37;10;17.185;360.885;16/03/2019;10:11;Débito;343.7;4.761.904.762;17.185;6.7
479;575-67-1508;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;38.6;1;1.93;40.53;29/01/2019;11:26;Débito;38.6;4.761.904.762;1.93;6.7
480;541-08-3113;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;65.97;8;26.388;554.148;02/02/2019;20:29;Dinheiro;527.76;4.761.904.762;26.388;8.4
481;246-11-3901;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;32.8;10;16.4;344.4;15/02/2019;12:12;Dinheiro;328;4.761.904.762;16.4;6.2
482;674-15-9296;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;37.14;5;9.285;194.985;08/01/2019;13:05;Débito;185.7;4.761.904.762;9.285;5
483;305-18-3552;B;São Paulo;Membro;Masculino;Casa e estilo de vida;60.38;10;30.19;633.99;12/02/2019;16:19;Dinheiro;603.8;4.761.904.762;30.19;6
484;493-65-6248;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;36.98;10;18.49;388.29;01/01/2019;19:48;Crédito;369.8;4.761.904.762;18.49;7
485;438-01-4015;B;São Paulo;Membro;Feminino;Esportes e viagens;49.49;4;9.898;207.858;21/03/2019;15:25;Débito;197.96;4.761.904.762;9.898;6.6
486;709-58-4068;B;São Paulo;Normal;Feminino;Acessórios de moda;41.09;10;20.545;431.445;28/02/2019;14:42;Dinheiro;410.9;4.761.904.762;20.545;7.3
487;795-49-7276;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;37.15;4;7.43;156.03;23/03/2019;18:59;Débito;148.6;4.761.904.762;7.43;8.3
488;556-72-8512;C;Rio de Janeiro;Normal;Masculino;Casa e estilo de vida;22.96;1;1.148;24.108;30/01/2019;20:47;Dinheiro;22.96;4.761.904.762;1.148;4.3
489;627-95-3243;B;São Paulo;Membro;Feminino;Casa e estilo de vida;77.68;9;34.956;734.076;04/02/2019;13:21;Débito;699.12;4.761.904.762;34.956;9.8
490;686-41-0932;B;São Paulo;Normal;Feminino;Acessórios de moda;34.7;2;3.47;72.87;13/03/2019;19:48;Débito;69.4;4.761.904.762;3.47;8.2
491;510-09-5628;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;19.66;10;9.83;206.43;15/03/2019;18:20;Crédito;196.6;4.761.904.762;9.83;7.2
492;608-04-3797;B;São Paulo;Membro;Feminino;Saúde e beleza;25.32;8;10.128;212.688;05/03/2019;20:24;Débito;202.56;4.761.904.762;10.128;8.7
493;148-82-2527;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;12.12;10;6.06;127.26;05/03/2019;13:44;Crédito;121.2;4.761.904.762;6.06;8.4
494;437-53-3084;B;São Paulo;Normal;Masculino;Acessórios de moda;99.89;2;9.989;209.769;26/02/2019;11:48;Débito;199.78;4.761.904.762;9.989;7.1
495;632-32-4574;B;São Paulo;Normal;Masculino;Esportes e viagens;75.92;8;30.368;637.728;20/03/2019;14:14;Dinheiro;607.36;4.761.904.762;30.368;5.5
496;556-97-7101;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;63.22;2;6.322;132.762;01/01/2019;15:51;Dinheiro;126.44;4.761.904.762;6.322;8.5
497;862-59-8517;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;90.24;6;27.072;568.512;27/01/2019;11:17;Dinheiro;541.44;4.761.904.762;27.072;6.2
498;401-18-8016;B;São Paulo;Membro;Feminino;Esportes e viagens;98.13;1;49.065;1.030.365;21/01/2019;17:36;Dinheiro;98.13;4.761.904.762;49.065;8.9
499;420-18-8989;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;51.52;8;20.608;432.768;02/02/2019;15:47;Dinheiro;412.16;4.761.904.762;20.608;9.6
500;277-63-2961;B;São Paulo;Membro;Masculino;Esportes e viagens;73.97;1;36.985;776.685;03/02/2019;15:53;Crédito;73.97;4.761.904.762;36.985;5.4
501;573-98-8548;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;31.9;1;1.595;33.495;05/01/2019;12:40;Débito;31.9;4.761.904.762;1.595;9.1
502;620-02-2046;C;Rio de Janeiro;Normal;Masculino;Casa e estilo de vida;69.4;2;6.94;145.74;27/01/2019;19:48;Débito;138.8;4.761.904.762;6.94;9
503;282-35-2475;B;São Paulo;Normal;Feminino;Esportes e viagens;93.31;2;9.331;195.951;25/03/2019;17:53;Dinheiro;186.62;4.761.904.762;9.331;6.3
504;511-54-3087;B;São Paulo;Normal;Masculino;Esportes e viagens;88.45;1;44.225;928.725;25/02/2019;16:36;Crédito;88.45;4.761.904.762;44.225;9.5
505;726-29-6793;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;24.18;8;9.672;203.112;28/01/2019;20:54;Débito;193.44;4.761.904.762;9.672;9.8
506;387-49-4215;B;São Paulo;Membro;Feminino;Esportes e viagens;48.5;3;7.275;152.775;08/01/2019;12:50;Dinheiro;145.5;4.761.904.762;7.275;6.7
507;862-17-9201;B;São Paulo;Normal;Feminino;Alimentos e bebidas;84.05;6;25.215;529.515;29/01/2019;10:48;Crédito;504.3;4.761.904.762;25.215;7.7
508;291-21-5991;B;São Paulo;Membro;Masculino;Saúde e beleza;61.29;5;153.225;3.217.725;29/03/2019;14:28;Dinheiro;306.45;4.761.904.762;153.225;7
509;602-80-9671;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;15.95;6;4.785;100.485;09/02/2019;17:15;Crédito;95.7;4.761.904.762;4.785;5.1
510;347-72-6115;B;São Paulo;Membro;Feminino;Esportes e viagens;90.74;7;31.759;666.939;16/01/2019;18:03;Crédito;635.18;4.761.904.762;31.759;6.2
511;209-61-0206;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;42.91;5;107.275;2.252.775;05/01/2019;17:29;Débito;214.55;4.761.904.762;107.275;6.1
512;595-27-4851;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;54.28;7;18.998;398.958;27/01/2019;18:05;Débito;379.96;4.761.904.762;18.998;9.3
513;189-52-0236;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;99.55;7;348.425;7.316.925;14/03/2019;12:07;Dinheiro;696.85;4.761.904.762;348.425;7.6
514;503-07-0930;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;58.39;7;204.365;4.291.665;23/02/2019;19:49;Crédito;408.73;4.761.904.762;204.365;8.2
515;413-20-6708;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;51.47;1;25.735;540.435;18/03/2019;15:52;Débito;51.47;4.761.904.762;25.735;8.5
516;425-85-2085;B;São Paulo;Membro;Masculino;Saúde e beleza;54.86;5;13.715;288.015;29/03/2019;16:48;Débito;274.3;4.761.904.762;13.715;9.8
517;521-18-7827;C;Rio de Janeiro;Membro;Masculino;Casa e estilo de vida;39.39;5;98.475;2.067.975;22/01/2019;20:46;Crédito;196.95;4.761.904.762;98.475;8.7
518;220-28-1851;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;34.73;2;3.473;72.933;01/03/2019;18:14;Débito;69.46;4.761.904.762;3.473;9.7
519;600-38-9738;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;71.92;5;17.98;377.58;17/01/2019;15:05;Crédito;359.6;4.761.904.762;17.98;4.3
520;734-91-1155;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;45.71;3;68.565;1.439.865;26/03/2019;10:34;Crédito;137.13;4.761.904.762;68.565;7.7
521;451-28-5717;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;83.17;6;24.951;523.971;20/03/2019;11:23;Dinheiro;499.02;4.761.904.762;24.951;7.3
522;609-81-8548;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;37.44;6;11.232;235.872;06/02/2019;13:55;Crédito;224.64;4.761.904.762;11.232;5.9
523;133-14-7229;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;62.87;2;6.287;132.027;01/01/2019;11:43;Dinheiro;125.74;4.761.904.762;6.287;5
524;534-01-4457;A;Belo Horizonte;Normal;Masculino;Alimentos e bebidas;81.71;6;24.513;514.773;27/01/2019;14:36;Crédito;490.26;4.761.904.762;24.513;8
525;719-89-8991;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;91.41;5;228.525;4.799.025;25/02/2019;16:03;Débito;457.05;4.761.904.762;228.525;7.1
526;286-62-6248;B;São Paulo;Normal;Masculino;Acessórios de moda;39.21;4;7.842;164.682;16/01/2019;20:03;Crédito;156.84;4.761.904.762;7.842;9
527;339-38-9982;B;São Paulo;Membro;Masculino;Acessórios de moda;59.86;2;5.986;125.706;13/01/2019;14:55;Débito;119.72;4.761.904.762;5.986;6.7
528;827-44-5872;B;São Paulo;Membro;Feminino;Alimentos e bebidas;54.36;10;27.18;570.78;07/02/2019;11:28;Crédito;543.6;4.761.904.762;27.18;6.1
529;827-77-7633;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;98.09;9;441.405;9.269.505;17/02/2019;19:41;Dinheiro;882.81;4.761.904.762;441.405;9.3
530;287-83-1405;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;25.43;6;7.629;160.209;12/02/2019;19:01;Débito;152.58;4.761.904.762;7.629;7
531;435-13-4908;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;86.68;8;34.672;728.112;24/01/2019;18:04;Crédito;693.44;4.761.904.762;34.672;7.2
532;857-67-9057;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;22.95;10;11.475;240.975;06/02/2019;19:20;Débito;229.5;4.761.904.762;11.475;8.2
533;236-27-1144;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;16.31;9;73.395;1.541.295;26/03/2019;10:31;Débito;146.79;4.761.904.762;73.395;8.4
534;892-05-6689;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;28.32;5;7.08;148.68;11/03/2019;13:28;Débito;141.6;4.761.904.762;7.08;6.2
535;583-41-4548;C;Rio de Janeiro;Normal;Masculino;Casa e estilo de vida;16.67;7;58.345;1.225.245;07/02/2019;11:36;Débito;116.69;4.761.904.762;58.345;7.4
536;339-12-4827;B;São Paulo;Membro;Feminino;Acessórios de moda;73.96;1;3.698;77.658;05/01/2019;11:32;Crédito;73.96;4.761.904.762;3.698;5
537;643-38-7867;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;97.94;1;4.897;102.837;07/03/2019;11:44;Débito;97.94;4.761.904.762;4.897;6.9
538;308-81-0538;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;73.05;4;14.61;306.81;25/02/2019;17:16;Crédito;292.2;4.761.904.762;14.61;4.9
539;358-88-9262;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;87.48;6;26.244;551.124;01/02/2019;18:43;Débito;524.88;4.761.904.762;26.244;5.1
540;460-35-4390;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;30.68;3;4.602;96.642;22/01/2019;11:00;Débito;92.04;4.761.904.762;4.602;9.1
541;343-87-0864;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;75.88;1;3.794;79.674;03/01/2019;10:30;Crédito;75.88;4.761.904.762;3.794;7.1
542;173-50-1108;B;São Paulo;Membro;Feminino;Esportes e viagens;20.18;4;4.036;84.756;13/02/2019;12:14;Crédito;80.72;4.761.904.762;4.036;5
543;243-47-2663;C;Rio de Janeiro;Membro;Masculino;Acessórios eletrônicos;18.77;6;5.631;118.251;28/01/2019;16:43;Crédito;112.62;4.761.904.762;5.631;5.5
544;841-18-8232;B;São Paulo;Normal;Feminino;Alimentos e bebidas;71.2;1;3.56;74.76;05/01/2019;20:40;Crédito;71.2;4.761.904.762;3.56;9.2
545;701-23-5550;B;São Paulo;Membro;Masculino;Casa e estilo de vida;38.81;4;7.762;163.002;19/03/2019;13:40;Débito;155.24;4.761.904.762;7.762;4.9
546;647-50-1224;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;29.42;10;14.71;308.91;12/01/2019;16:23;Débito;294.2;4.761.904.762;14.71;8.9
547;541-48-8554;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;60.95;9;274.275;5.759.775;07/01/2019;12:08;Crédito;548.55;4.761.904.762;274.275;6
548;539-21-7227;B;São Paulo;Normal;Feminino;Esportes e viagens;51.54;5;12.885;270.585;26/01/2019;17:45;Dinheiro;257.7;4.761.904.762;12.885;4.2
549;213-32-1216;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;66.06;6;19.818;416.178;23/01/2019;10:28;Dinheiro;396.36;4.761.904.762;19.818;7.3
550;747-58-7183;B;São Paulo;Normal;Masculino;Acessórios de moda;57.27;3;85.905;1.804.005;09/02/2019;20:31;Débito;171.81;4.761.904.762;85.905;6.5
551;582-52-8065;B;São Paulo;Normal;Feminino;Acessórios de moda;54.31;9;244.395;5.132.295;22/02/2019;10:49;Dinheiro;488.79;4.761.904.762;244.395;8.9
552;210-57-1719;B;São Paulo;Normal;Feminino;Saúde e beleza;58.24;9;26.208;550.368;05/02/2019;12:34;Dinheiro;524.16;4.761.904.762;26.208;9.7
553;399-69-4630;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;22.21;6;6.663;139.923;07/03/2019;10:23;Crédito;133.26;4.761.904.762;6.663;8.6
554;134-75-2619;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;19.32;7;6.762;142.002;25/03/2019;18:51;Dinheiro;135.24;4.761.904.762;6.762;6.9
555;356-44-8813;B;São Paulo;Normal;Masculino;Casa e estilo de vida;37.48;3;5.622;118.062;20/01/2019;13:45;Crédito;112.44;4.761.904.762;5.622;7.7
556;198-66-9832;B;São Paulo;Membro;Feminino;Acessórios de moda;72.04;2;7.204;151.284;04/02/2019;19:38;Dinheiro;144.08;4.761.904.762;7.204;9.5
557;283-26-5248;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;98.52;10;49.26;1034.46;30/01/2019;20:23;Débito;985.2;4.761.904.762;49.26;4.5
558;712-39-0363;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;41.66;6;12.498;262.458;02/01/2019;15:24;Débito;249.96;4.761.904.762;12.498;5.6
559;218-59-9410;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;72.42;3;10.863;228.123;29/03/2019;16:54;Débito;217.26;4.761.904.762;10.863;8.2
560;174-75-0888;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;21.58;9;9.711;203.931;14/03/2019;12:32;Dinheiro;194.22;4.761.904.762;9.711;7.3
561;866-99-7614;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;89.2;10;44.6;936.6;11/02/2019;15:42;Crédito;892;4.761.904.762;44.6;4.4
562;134-54-4720;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;42.42;8;16.968;356.328;30/01/2019;13:58;Débito;339.36;4.761.904.762;16.968;5.7
563;760-90-2357;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;74.51;6;22.353;469.413;20/03/2019;15:08;Débito;447.06;4.761.904.762;22.353;5
564;514-37-2845;B;São Paulo;Normal;Masculino;Acessórios de moda;99.25;2;9.925;208.425;20/03/2019;13:02;Dinheiro;198.5;4.761.904.762;9.925;9
565;698-98-5964;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;81.21;10;40.605;852.705;17/01/2019;13:01;Crédito;812.1;4.761.904.762;40.605;6.3
566;718-57-9773;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;49.33;10;24.665;517.965;03/02/2019;16:40;Crédito;493.3;4.761.904.762;24.665;9.4
567;651-88-7328;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;65.74;9;29.583;621.243;01/01/2019;13:55;Dinheiro;591.66;4.761.904.762;29.583;7.7
568;241-11-2261;B;São Paulo;Normal;Feminino;Acessórios de moda;79.86;7;27.951;586.971;10/01/2019;10:33;Crédito;559.02;4.761.904.762;27.951;5.5
569;408-26-9866;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;73.98;7;25.893;543.753;02/03/2019;16:42;Débito;517.86;4.761.904.762;25.893;4.1
570;834-83-1826;B;São Paulo;Membro;Feminino;Casa e estilo de vida;82.04;5;20.51;430.71;25/02/2019;17:16;Crédito;410.2;4.761.904.762;20.51;7.6
571;343-61-3544;B;São Paulo;Membro;Masculino;Esportes e viagens;26.67;10;13.335;280.035;29/01/2019;11:48;Dinheiro;266.7;4.761.904.762;13.335;8.6
572;239-48-4278;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;10.13;7;35.455;744.555;10/03/2019;19:35;Débito;70.91;4.761.904.762;35.455;8.3
573;355-34-6244;B;São Paulo;Normal;Masculino;Alimentos e bebidas;72.39;2;7.239;152.019;13/01/2019;19:55;Crédito;144.78;4.761.904.762;7.239;8.1
574;550-84-8664;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;85.91;5;214.775;4.510.275;22/03/2019;14:33;Crédito;429.55;4.761.904.762;214.775;8.6
575;339-96-8318;B;São Paulo;Membro;Masculino;Acessórios de moda;81.31;7;284.585;5.976.285;01/03/2019;19:49;Débito;569.17;4.761.904.762;284.585;6.3
576;458-61-0011;B;São Paulo;Normal;Masculino;Alimentos e bebidas;60.3;4;12.06;253.26;20/02/2019;18:43;Dinheiro;241.2;4.761.904.762;12.06;5.8
577;592-34-6155;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;31.77;4;6.354;133.434;14/01/2019;14:43;Débito;127.08;4.761.904.762;6.354;6.2
578;797-88-0493;A;Belo Horizonte;Normal;Feminino;Saúde e beleza;64.27;4;12.854;269.934;26/03/2019;13:54;Dinheiro;257.08;4.761.904.762;12.854;7.7
579;207-73-1363;B;São Paulo;Normal;Masculino;Saúde e beleza;69.51;2;6.951;145.971;01/03/2019;12:15;Débito;139.02;4.761.904.762;6.951;8.1
580;390-31-6381;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;27.22;3;4.083;85.743;07/01/2019;12:37;Dinheiro;81.66;4.761.904.762;4.083;7.3
581;443-82-0585;A;Belo Horizonte;Membro;Feminino;Saúde e beleza;77.68;4;15.536;326.256;01/02/2019;19:54;Dinheiro;310.72;4.761.904.762;15.536;8.4
582;339-18-7061;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;92.98;2;9.298;195.258;13/02/2019;15:06;Crédito;185.96;4.761.904.762;9.298;8
583;359-90-3665;B;São Paulo;Membro;Feminino;Acessórios de moda;18.08;4;3.616;75.936;14/01/2019;18:03;Crédito;72.32;4.761.904.762;3.616;9.5
584;375-72-3056;B;São Paulo;Normal;Masculino;Esportes e viagens;63.06;3;9.459;198.639;19/01/2019;15:58;Débito;189.18;4.761.904.762;9.459;7
585;127-47-6963;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;51.71;4;10.342;217.182;09/03/2019;13:53;Crédito;206.84;4.761.904.762;10.342;9.8
586;278-86-2735;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;52.34;3;7.851;164.871;27/03/2019;14:03;Dinheiro;157.02;4.761.904.762;7.851;9.2
587;695-28-6250;A;Belo Horizonte;Normal;Feminino;Esportes e viagens;43.06;5;10.765;226.065;04/02/2019;16:38;Débito;215.3;4.761.904.762;10.765;7.7
588;379-17-6588;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;59.61;10;29.805;625.905;14/03/2019;11:07;Dinheiro;596.1;4.761.904.762;29.805;5.3
589;227-50-3718;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;14.62;5;3.655;76.755;04/03/2019;12:23;Dinheiro;73.1;4.761.904.762;3.655;4.4
590;302-15-2162;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;46.53;6;13.959;293.139;03/03/2019;10:54;Crédito;279.18;4.761.904.762;13.959;4.3
591;788-07-8452;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;24.24;7;8.484;178.164;27/01/2019;17:38;Débito;169.68;4.761.904.762;8.484;9.4
592;560-49-6611;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;45.58;1;2.279;47.859;07/02/2019;14:13;Dinheiro;45.58;4.761.904.762;2.279;9.8
593;880-35-0356;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;75.2;3;11.28;236.88;05/02/2019;11:51;Débito;225.6;4.761.904.762;11.28;4.8
594;585-11-6748;B;São Paulo;Membro;Masculino;Esportes e viagens;96.8;3;14.52;304.92;15/03/2019;13:05;Dinheiro;290.4;4.761.904.762;14.52;5.3
595;470-31-3286;B;São Paulo;Normal;Masculino;Saúde e beleza;14.82;3;2.223;46.683;01/03/2019;11:30;Crédito;44.46;4.761.904.762;2.223;8.7
596;152-68-2907;A;Belo Horizonte;Normal;Masculino;Alimentos e bebidas;52.2;3;7.83;164.43;15/02/2019;13:30;Crédito;156.6;4.761.904.762;7.83;9.5
597;123-35-4896;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;46.66;9;20.997;440.937;17/02/2019;19:11;Débito;419.94;4.761.904.762;20.997;5.3
598;258-69-7810;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;36.85;5;92.125;1.934.625;26/01/2019;18:53;Dinheiro;184.25;4.761.904.762;92.125;9.2
599;334-64-2006;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;70.32;2;7.032;147.672;24/03/2019;14:22;Débito;140.64;4.761.904.762;7.032;9.6
600;219-61-4139;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;83.08;1;4.154;87.234;23/01/2019;17:16;Débito;83.08;4.761.904.762;4.154;6.4
601;881-41-7302;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;64.99;1;32.495;682.395;26/01/2019;10:06;Crédito;64.99;4.761.904.762;32.495;4.5
602;373-09-4567;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;77.56;10;38.78;814.38;14/03/2019;20:35;Débito;775.6;4.761.904.762;38.78;6.9
603;642-30-6693;B;São Paulo;Normal;Feminino;Esportes e viagens;54.51;6;16.353;343.413;17/03/2019;13:54;Débito;327.06;4.761.904.762;16.353;7.8
604;484-22-8230;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;51.89;7;181.615;3.813.915;08/01/2019;20:08;Dinheiro;363.23;4.761.904.762;181.615;4.5
605;830-58-2383;B;São Paulo;Normal;Masculino;Casa e estilo de vida;31.75;4;6.35;133.35;08/02/2019;15:26;Dinheiro;127;4.761.904.762;6.35;8.6
606;559-98-9873;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;53.65;7;187.775;3.943.275;10/02/2019;12:56;Débito;375.55;4.761.904.762;187.775;5.2
607;544-32-5024;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;49.79;4;9.958;209.118;28/03/2019;19:16;Crédito;199.16;4.761.904.762;9.958;6.4
608;318-12-0304;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;30.61;1;15.305;321.405;23/01/2019;12:20;Débito;30.61;4.761.904.762;15.305;5.2
609;349-97-8902;B;São Paulo;Membro;Masculino;Alimentos e bebidas;57.89;2;5.789;121.569;17/01/2019;10:37;Débito;115.78;4.761.904.762;5.789;8.9
610;421-95-9805;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;28.96;1;1.448;30.408;07/02/2019;10:18;Crédito;28.96;4.761.904.762;1.448;6.2
611;277-35-5865;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;98.97;9;445.365;9.352.665;09/03/2019;11:23;Dinheiro;890.73;4.761.904.762;445.365;6.7
612;789-23-8625;B;São Paulo;Membro;Masculino;Acessórios de moda;93.22;3;13.983;293.643;24/01/2019;11:45;Dinheiro;279.66;4.761.904.762;13.983;7.2
613;284-54-4231;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;80.93;1;40.465;849.765;19/01/2019;16:08;Crédito;80.93;4.761.904.762;40.465;9
614;443-59-0061;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;67.45;10;33.725;708.225;03/02/2019;11:25;Débito;674.5;4.761.904.762;33.725;4.2
615;509-29-3912;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;38.72;9;17.424;365.904;20/03/2019;12:24;Débito;348.48;4.761.904.762;17.424;4.2
616;327-40-9673;B;São Paulo;Membro;Masculino;Esportes e viagens;72.6;6;21.78;457.38;13/01/2019;19:51;Dinheiro;435.6;4.761.904.762;21.78;6.9
617;840-19-2096;C;Rio de Janeiro;Membro;Masculino;Acessórios eletrônicos;87.91;5;219.775;4.615.275;14/03/2019;18:10;Débito;439.55;4.761.904.762;219.775;4.4
618;828-46-6863;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;98.53;6;29.559;620.739;23/01/2019;11:22;Crédito;591.18;4.761.904.762;29.559;4
619;641-96-3695;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;43.46;6;13.038;273.798;07/02/2019;17:55;Débito;260.76;4.761.904.762;13.038;8.5
620;420-97-3340;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;71.68;3;10.752;225.792;28/03/2019;15:30;Crédito;215.04;4.761.904.762;10.752;9.2
